City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
154,Diapaga,BF,2020-10-07 02:18:53,12.07,1.79,78.3,72,91,9.22
155,Nouadhibou,MR,2020-10-07 02:18:53,20.93,-17.03,69.8,94,87,10.29
156,Clyde River,CA,2020-10-07 02:18:53,70.47,-68.59,32.0,94,90,14.99
157,Reconquista,AR,2020-10-07 02:18:53,-29.15,-59.65,58.71,83,52,3.87
158,Lifford,IE,2020-10-07 02:18:54,54.83,-7.48,45.91,84,42,9.06
159,Hermanus,ZA,2020-10-07 02:18:54,-34.42,19.23,55.99,93,0,5.12
160,Buala,SB,2020-10-07 02:18:54,-8.14,159.59,84.6,69,64,4.21
161,Santa Marta,CO,2020-10-07 02:17:39,11.24,-74.2,82.99,77,81,4.0
162,Ribeira Grande,PT,2020-10-07 02:18:54,38.52,-28.7,69.75,78,30,15.88
163,Ures,MX,2020-10-07 02:18:54,29.43,-110.4,96.01,27,0,10.0
164,Thompson,CA,2020-10-07 02:15:16,55.74,-97.86,30.2,92,75,3.87
165,Honiara,SB,2020-10-07 02:17:38,-9.43,159.95,87.8,70,20,9.17
166,Kailua,US,2020-10-07 02:18:54,21.4,-157.74,82.4,69,20,9.17
167,Tessalit,ML,2020-10-07 02:18:55,20.2,1.01,86.77,19,0,10.87
168,Senanga,ZM,2020-10-07 02:18:55,-16.12,23.27,80.11,24,96,3.76
169,Vanimo,PG,2020-10-07 02:18:55,-2.67,141.3,86.83,62,100,8.55
170,Dikson,RU,2020-10-07 02:18:55,73.51,80.55,31.96,99,100,10.09
171,Mount Darwin,ZW,2020-10-07 02:18:55,-16.77,31.58,64.24,75,18,8.7
172,Nikolskoye,RU,2020-10-07 02:18:55,59.7,30.79,54.0,87,90,4.47
173,Warmbad,NA,2020-10-07 02:18:56,-28.45,18.73,59.68,39,0,4.38
174,Razole,IN,2020-10-07 02:18:56,16.48,81.83,80.29,89,12,3.91
175,New Norfolk,AU,2020-10-07 02:18:56,-42.78,147.06,61.0,67,0,1.99
176,Talnakh,RU,2020-10-07 02:18:56,69.49,88.4,24.8,92,0,17.9
177,Xiaoweizhai,CN,2020-10-07 02:18:56,26.19,107.51,50.4,82,100,4.83
178,Marabba,SD,2020-10-07 02:18:57,12.35,32.18,80.73,64,1,4.56
179,Mahebourg,MU,2020-10-07 02:18:57,-20.41,57.7,68.0,94,40,3.36
180,Botro,CI,2020-10-07 02:18:57,7.85,-5.31,73.4,100,40,6.93
181,Beyneu,KZ,2020-10-07 02:18:57,45.32,55.2,36.79,79,0,6.22
182,Sorland,NO,2020-10-07 02:18:57,67.67,12.69,53.15,75,100,25.39
183,Goma,CD,2020-10-07 02:18:57,-1.68,29.22,63.0,73,91,3.02
184,Torrington,US,2020-10-07 02:15:45,41.8,-73.12,53.01,89,0,7.43
185,Pimenteiras,BR,2020-10-07 02:18:58,-6.25,-41.42,75.72,30,41,3.74
186,Mangan,IN,2020-10-07 02:18:58,27.52,88.53,78.94,35,0,0.94
187,Narsaq,GL,2020-10-07 02:18:58,60.92,-46.05,24.8,45,0,14.99
188,Henties Bay,NA,2020-10-07 02:18:58,-22.12,14.28,55.99,93,24,1.01
189,Lakes Entrance,AU,2020-10-07 02:18:58,-37.88,147.98,63.0,82,100,1.01
190,Yulara,AU,2020-10-07 02:18:58,-25.24,130.99,57.2,58,0,8.05
191,Nalut,LY,2020-10-07 02:18:58,30.33,10.85,65.46,84,0,16.93
192,Kumluca,TR,2020-10-07 02:18:58,36.37,30.29,81.88,37,0,4.0
193,Coruripe,BR,2020-10-07 02:18:59,-10.13,-36.18,73.9,83,4,7.99
194,Bathsheba,BB,2020-10-07 02:18:59,13.22,-59.52,75.2,94,40,4.7
195,Camacha,PT,2020-10-07 02:18:59,33.08,-16.33,71.6,78,40,13.87
196,Pacific Grove,US,2020-10-07 02:17:10,36.62,-121.92,62.01,87,40,3.67
197,Kununurra,AU,2020-10-07 02:16:49,-15.77,128.73,84.2,62,90,10.29
198,Hasaki,JP,2020-10-07 02:18:59,35.73,140.83,73.99,64,75,13.87
199,Nagyrabe,HU,2020-10-07 02:18:59,47.2,21.33,53.6,100,46,4.7
200,Mogadishu,SO,2020-10-07 02:18:59,2.04,45.34,79.29,85,100,9.51
201,Sahuaripa,MX,2020-10-07 02:19:00,29.05,-109.23,79.36,22,0,0.98
202,Ust-Ilimsk,RU,2020-10-07 02:19:00,58.0,102.66,28.87,94,94,10.07
203,Lorengau,PG,2020-10-07 02:19:00,-2.02,147.27,84.2,75,25,6.93
204,Fairlie,GB,2020-10-07 02:19:00,55.76,-4.86,52.0,81,75,12.75
